state,year,children,work,finc,ed
93,1995,0,1,3791.3385827,7
93,1995,2,0,0,10
93,1995,0,1,12637.795276,7
93,1995,2,0,34241.05315,7
93,1995,1,0,6192.519685,11
93,1995,0,0,0,11
93,1995,0,1,8119.7834646,10
93,1995,2,0,7961.8110236,9
93,1995,0,1,2696.0629921,11
93,1995,0,1,10027.037402,3
93,1995,3,1,17271.653543,10
93,1995,2,0,9958.5826772,9
93,1995,0,1,2316.9291339,7
93,1995,3,0,3778.7007874,7
93,1995,2,1,45443.405512,11
93,1995,1,1,131.64370079,0
93,1995,0,0,3791.3385827,9
93,1995,1,1,16850.393701,7
93,1995,1,0,11374.015748,11
93,1995,2,0,22642.716535,7
93,1995,0,0,5687.007874,11
93,1995,5,0,11374.015748,9
93,1995,3,0,9137.1259843,10
93,1995,1,1,11854.251969,11
93,1995,2,1,27924.261811,7
93,1995,1,1,9182.4114173,9
93,1995,4,0,9137.1259843,9
93,1995,4,1,13109.606299,7
93,1995,2,0,24812.204724,7
93,1995,0,0,3159.4488189,11
93,1995,0,1,10742.125984,7
93,1995,0,1,10531.496063,3
93,1995,0,0,46338.582677,9
93,1995,0,0,37341.525591,11
93,1995,3,0,7671.1417323,3
93,1995,3,1,47981.496063,10
93,1995,1,1,24060.255906,7
93,1995,1,1,43179.133858,10
93,1995,0,0,6927.6181102,11
93,1995,0,1,5265.7480315,7
93,1995,2,1,24268.779528,3
93,1995,2,1,53657.972441,3
93,1995,1,1,8425.1968504,11
93,1995,2,1,5265.7480315,3
93,1995,2,0,8517.8740157,7
93,1995,0,0,0,7
93,1995,1,1,8425.1968504,3
93,1995,2,0,5265.7480315,3
93,1995,0,0,59187.007874,3
93,1995,1,1,7803.8385827,11
93,1995,0,1,27929.527559,7
93,1995,0,0,22655.354331,11
93,1995,3,1,4473.7795276,3
93,1995,2,1,25275.590551,7
93,1995,3,0,0,9
93,1995,1,0,0,10
93,1995,1,1,15868.858268,10
93,1995,1,0,3778.7007874,9
93,1995,4,0,10400.905512,9
93,1995,0,0,8443.1003937,11
93,1995,0,1,34753.937008,11
93,1995,0,0,8922.2834646,3
93,1995,1,1,15598.198819,7
93,1995,5,0,49725.511811,9
93,1995,3,1,111570.66929,11
93,1995,1,1,4739.1732283,9
93,1995,1,0,9465.7086614,11
93,1995,2,1,12048.031496,7
93,1995,2,1,32186.358268,7
93,1995,0,0,0,0
93,1995,2,1,16934.645669,7
93,1995,2,1,9267.7165354,3
93,1995,0,0,7823.8484252,11
93,1995,1,1,9465.7086614,11
93,1995,4,0,3079.4094488,0
93,1995,1,1,12637.795276,9
93,1995,1,1,81303.149606,10
93,1995,3,0,9137.1259843,3
93,1995,2,0,10413.543307,7
93,1995,2,1,8653.730315,10
93,1995,0,0,37872.312992,9
93,1995,3,1,9857.480315,7
93,1995,1,0,7885.984252,10
93,1995,0,1,15797.244094,10
93,1995,0,1,17324.311024,9
93,1995,2,1,10499.901575,11
93,1995,1,0,11162.332677,3
93,1995,0,0,11577.273622,9
93,1995,1,0,6192.519685,11
93,1995,2,1,12532.480315,11
93,1995,2,0,7671.1417323,3
93,1995,1,1,12637.795276,11
93,1995,0,1,25275.590551,3
93,1995,3,0,41345.600394,7
93,1995,2,0,1853.5433071,11
93,1995,2,0,36721.220472,11
93,1995,3,1,7077.1653543,10
93,1995,2,0,17820.344488,9
93,1995,0,0,0,7
93,1995,0,0,11275.019685,7
93,1995,2,0,7671.1417323,9
93,1995,0,1,6318.8976378,7
93,1995,0,1,40467.273622,7
93,1995,0,0,26286.614173,9
93,1995,2,0,7582.6771654,7
93,1995,2,0,7671.1417323,10
93,1995,3,0,0,11
93,1995,0,0,7936.5354331,7
93,1995,2,1,21484.251969,7
93,1995,6,1,11293.976378,3
93,1995,1,1,14712.5,9
93,1995,0,1,27359.773622,10
93,1995,5,0,10531.496063,3
93,1995,2,1,1853.5433071,11
93,1995,1,1,44173.307087,10
93,1995,0,0,0,11
93,1995,0,1,20341.584646,7
93,1995,2,0,0,11
93,1995,3,1,14954.724409,7
93,1995,4,0,9137.1259843,3
93,1995,3,0,12.637795276,3
93,1995,3,0,9175.0393701,7
93,1995,0,0,9473.0807087,7
93,1995,2,1,11001.200787,7
93,1995,0,0,112616.44685,0
93,1995,0,0,0,7
93,1995,0,0,10952.755906,7
93,1995,2,0,9405.6791339,3
93,1995,2,0,5055.1181102,3
93,1995,0,0,0,9
93,1995,5,0,7873.3464567,7
93,1995,1,1,15797.244094,9
93,1995,5,0,12233.385827,7
93,1995,0,0,7911.2598425,7
93,1995,0,1,10952.755906,7
93,1995,1,0,7671.1417323,11
93,1995,0,0,18286.889764,0
93,1995,0,1,11486.702756,9
93,1995,2,1,4212.5984252,7
93,1995,2,1,10867.450787,7
93,1995,2,1,14179.606299,7
93,1995,0,0,0,7
93,1995,2,0,13926.850394,7
93,1995,1,1,5265.7480315,9
93,1995,0,1,13690.944882,11
93,1995,0,0,0,11
93,1995,2,1,18421.692913,10
93,1995,2,1,12637.795276,10
93,1995,0,1,38566.338583,7
93,1995,0,1,526.57480315,3
93,1995,1,0,12048.031496,7
93,1995,2,0,26269.76378,7
93,1995,1,0,0,7
93,1995,2,0,0,3
93,1995,2,0,6192.519685,7
93,1995,0,0,10867.450787,3
93,1995,0,0,0,3
93,1995,1,1,20532.204724,7
93,1995,1,1,9255.0787402,0
93,1995,2,0,0,0
93,1995,0,1,27210.226378,9
93,1995,0,1,16101.604331,11
93,1995,3,0,8593.7007874,11
93,1995,2,0,0,10
93,1995,5,0,11702.598425,3
93,1995,1,0,5055.1181102,9
93,1995,1,1,3159.4488189,3
93,1995,0,0,28178.070866,7
93,1995,1,0,6192.519685,11
93,1995,0,0,37385.757874,10
93,1995,2,1,9878.5433071,10
93,1995,2,0,9405.6791339,10
93,1995,0,0,0,7
93,1995,0,1,21905.511811,7
93,1995,3,0,9958.5826772,7
93,1995,0,0,12637.795276,10
93,1995,5,0,10628.385827,7
93,1995,1,1,14638.779528,11
93,1995,3,1,11479.330709,7
93,1995,1,1,34594.911417,11
93,1995,0,0,5813.3858268,9
93,1995,5,0,9137.1259843,10
93,1995,2,0,0,10
93,1995,2,1,18282.677165,11
93,1995,0,0,28004.301181,11
93,1995,4,1,6546.3779528,3
93,1995,1,1,18619.685039,9
93,1995,0,1,21905.511811,9
93,1995,1,1,4184.1633858,7
93,1995,0,1,2632.8740157,3
93,1995,1,1,6483.1889764,11
93,1995,1,1,19613.858268,0
93,1995,0,1,5265.7480315,11
93,1995,0,0,9604.7244094,0
93,1995,0,1,575616.82087,11
93,1995,0,1,15450.757874,7
93,1995,2,0,7671.1417323,7
93,1995,1,1,25275.590551,9
93,1995,3,0,26328.740157,7
93,1995,1,1,16850.393701,7
93,1995,1,1,14779.901575,7
93,1995,0,1,10531.496063,7
93,1995,0,0,7031.8799213,11
93,1995,3,0,6310.4724409,7
93,1995,1,0,0,0
93,1995,3,0,7582.6771654,7
93,1995,2,1,18643.90748,3
93,1995,2,1,21971.860236,10
93,1995,1,1,17207.411417,11
93,1995,0,0,10464.094488,7
93,1995,0,0,10531.496063,7
93,1995,1,0,0,7
93,1995,5,1,49725.511811,10
93,1995,0,0,7823.8484252,11
93,1995,0,0,9276.1417323,11
93,1995,0,1,32963.582677,7
93,1995,1,0,0,9
93,1995,0,1,38051.348425,3
93,1995,0,0,0,7
93,1995,4,1,26539.370079,11
93,1995,0,1,20341.584646,7
93,1995,1,0,3437.480315,9
93,1995,1,1,16429.133858,7
93,1995,1,1,19588.582677,10
93,1995,1,0,0,10
93,1995,1,1,4031.4566929,7
93,1995,2,0,50340.551181,7
93,1995,0,0,9137.1259843,7
93,1995,0,1,12048.031496,7
93,1995,3,0,7683.7795276,9
93,1995,5,1,11437.204724,7
93,1995,3,1,10110.23622,7
93,1995,0,0,0,10
93,1995,1,0,10982.244094,11
93,1995,0,1,79302.165354,9
93,1995,1,0,2696.0629921,9
93,1995,0,0,0,7
93,1995,0,1,15038.976378,3
93,1995,3,0,6053.503937,7
93,1995,1,1,39493.110236,7
93,1995,0,1,10110.23622,7
93,1995,1,1,5265.7480315,7
93,1995,3,0,0,9
93,1995,0,1,17043.120079,11
93,1995,0,1,12648.326772,7
93,1995,2,0,16837.755906,10
93,1995,4,1,49709.714567,7
93,1995,1,0,6192.519685,10
93,1995,1,1,30541.338583,7
93,1995,0,1,18619.685039,9
93,1995,5,1,11674.163386,11
93,1995,2,0,0,7
93,1995,1,1,12637.795276,7
93,1995,0,0,54756.40748,0
93,1995,0,1,29683.021654,10
93,1995,5,0,9162.4015748,7
93,1995,1,1,27724.163386,10
93,1995,0,1,526.57480315,10
93,1995,0,1,20803.917323,9
93,1995,3,0,6318.8976378,7
93,1995,1,0,21484.251969,7
93,1995,5,0,10413.543307,9
93,1995,4,0,0,9
93,1995,2,0,17945.669291,7
93,1995,3,0,73720.472441,11
93,1995,0,1,33963.021654,11
93,1995,0,0,8653.730315,9
93,1995,2,1,13690.944882,7
93,1995,2,1,8488.3858268,3
93,1995,3,0,7671.1417323,10
93,1995,1,1,9969.1141732,11
93,1995,1,0,7582.6771654,9
93,1995,2,1,24812.204724,7
93,1995,3,1,22314.133858,7
93,1995,0,1,2316.9291339,9
93,1995,1,1,26021.220472,11
93,1995,0,1,1145.8267717,10
93,1995,0,0,24222.440945,3
93,1995,5,0,10110.23622,7
93,1995,0,1,10410.383858,3
93,1995,3,0,0,0
93,1995,3,0,16038.415354,11
93,1995,0,1,1263.7795276,7
93,1995,1,0,0,9
93,1995,2,0,17296.929134,11
93,1995,0,1,884.64566929,9
93,1995,2,1,16850.393701,0
93,1995,3,0,20936.614173,7
94,1995,0,0,11803.700787,7
94,1995,1,0,33852.440945,7
94,1995,1,1,17334.84252,11
94,1995,1,1,10531.496063,11
94,1995,0,0,1569.1929134,7
94,1995,0,1,4739.1732283,9
94,1995,0,0,2937.234252,10
94,1995,0,1,22105.610236,11
94,1995,1,1,20237.322835,7
95,1995,0,1,28252.844488,10
95,1995,0,0,21655.915354,0
95,1995,0,1,11879.527559,10
95,1995,0,0,162922.24409,11
95,1995,0,0,18641.801181,11
95,1995,1,0,19024.094488,11
95,1995,0,1,17939.350394,0
11,1996,2,1,7688.4512428,11
11,1996,2,0,5726.4435946,9
11,1996,1,0,4852.8489484,10
11,1996,0,0,6064.0152964,11
11,1996,2,1,1843.3460803,11
11,1996,0,0,6088.5659656,0
11,1996,0,1,8706.2810707,7
11,1996,0,0,5118.8145315,11
11,1996,0,1,10536.328872,0
12,1996,1,0,6383.1739962,11
12,1996,1,0,11798.642447,7
12,1996,0,0,6100.8413002,7
12,1996,0,0,25201.26195,7
12,1996,1,1,4500.9560229,10
12,1996,1,1,24661.147228,10
12,1996,0,1,20491.625239,0
12,1996,0,1,22515.00956,0
12,1996,0,0,11288.193117,7
12,1996,0,0,0,10
13,1996,1,0,10605.889101,7
13,1996,2,0,7408.1644359,10
13,1996,0,1,30171.749522,7
13,1996,4,1,14664.933078,11
13,1996,2,1,15344.16826,11
14,1996,1,1,3068.833652,11
14,1996,3,0,11784.321224,10
14,1996,3,1,11894.799235,11
14,1996,2,0,5122.9063098,3
14,1996,1,1,26688.623327,7
14,1996,5,0,14556.500956,9
14,1996,3,0,1055.6787763,10
14,1996,1,1,13605.162524,7
14,1996,1,0,17635.564054,10
14,1996,3,1,6904.875717,7
14,1996,3,1,20458.891013,11
14,1996,1,1,20540.726577,10
14,1996,0,0,4049.8374761,7
14,1996,5,0,10992.562141,9
14,1996,0,0,3670.3250478,11
14,1996,2,1,7365.2007648,10
14,1996,1,0,4468.2217973,10
14,1996,1,1,5714.16826,7
14,1996,0,0,17277.533461,7
14,1996,1,1,5615.9655832,11
14,1996,1,0,1409.6175908,7
14,1996,1,0,410507.64818,9
14,1996,0,0,18529.617591,10
14,1996,2,0,6690.0573614,11
14,1996,0,1,28652.676864,7
14,1996,2,1,34615.42065,9
14,1996,0,0,4494.8183556,10
14,1996,0,0,6751.4340344,9
14,1996,0,1,37415.219885,11
14,1996,1,1,5627.2179732,9
14,1996,0,0,85622.50478,0
14,1996,2,1,7447.0363289,9
14,1996,0,0,6113.1166348,9
14,1996,0,1,58279.196941,7
15,1996,1,0,0,3
15,1996,0,0,9441.7782027,3
15,1996,0,0,18413.001912,9
15,1996,0,0,37480.688337,3
15,1996,0,1,27034.378585,9
15,1996,1,0,12070.745698,7
15,1996,0,1,41378.107075,11
15,1996,4,0,5115.7456979,0
15,1996,0,1,19857.399618,10
15,1996,4,1,15548.75717,9
15,1996,0,0,20821.013384,9
15,1996,2,1,10456.539197,7
15,1996,0,0,4613.4799235,7
15,1996,0,1,73767.600382,11
15,1996,1,1,15548.75717,7
15,1996,0,0,6309.5219885,7
15,1996,1,1,16034.655832,9
15,1996,2,0,20872.160612,7
15,1996,3,0,7874.6271511,11
15,1996,0,0,7189.2543021,7
15,1996,0,1,42431.739962,11
15,1996,0,1,13298.279159,7
15,1996,3,0,9122.6195029,9
15,1996,2,1,6260.4206501,7
15,1996,3,1,8866.8833652,10
16,1996,2,1,20458.891013,11
16,1996,0,0,0,9
16,1996,0,0,4676.9024857,9
16,1996,6,0,9059.1969407,11
16,1996,4,1,8722.6481836,10
16,1996,0,0,9734.3403442,11
16,1996,4,1,3765.458891,7
16,1996,2,1,17668.298279,9
16,1996,0,1,8797.3231358,3
16,1996,2,1,10638.623327,11
16,1996,0,1,46374.16826,11
16,1996,4,0,8249.0248566,7
16,1996,2,1,6649.1395793,9
16,1996,1,1,18906.061185,10
16,1996,4,0,9476.5583174,7
16,1996,1,0,9288.3365201,9
16,1996,3,0,8894.5028681,11
21,1996,0,0,3682.6003824,11
21,1996,3,1,12344.894837,10
21,1996,1,1,7365.2007648,11
21,1996,0,0,79533.938815,7
21,1996,1,0,2516.4435946,9
21,1996,1,1,41490.630975,9
21,1996,0,1,27619.502868,7
21,1996,0,0,14257.801147,3
21,1996,2,0,8140.5927342,7
21,1996,2,1,27619.502868,11
21,1996,1,0,14323.269598,9
21,1996,0,1,52129.254302,3
21,1996,4,0,15344.16826,9
21,1996,1,0,0,7
21,1996,1,0,1350.2868069,11
21,1996,2,1,511.47227533,10
21,1996,3,0,14047.07457,7
21,1996,3,1,7978.9674952,3
21,1996,1,1,25369.024857,11
21,1996,2,0,17455.525813,11
21,1996,2,0,3584.3977055,11
21,1996,4,0,5523.9005736,9
21,1996,1,0,25369.024857,9
21,1996,2,0,3793.0783939,7
21,1996,2,0,1675.583174,11
21,1996,1,0,41429.254302,11
21,1996,1,0,18584.856597,7
21,1996,2,0,0,10
21,1996,3,0,0,10
21,1996,3,0,5638.4703633,3
21,1996,2,0,11935.717017,10
21,1996,0,0,6137.667304,11
21,1996,1,1,8482.2562141,10
21,1996,0,0,16989.063098,3
21,1996,0,0,5388.8718929,3
21,1996,5,0,11993.001912,11
21,1996,3,0,4149.0630975,11
21,1996,3,0,28712.007648,9
21,1996,2,0,5053.3460803,7
21,1996,0,1,12057.447419,7
21,1996,3,0,2935.8508604,9
21,1996,2,0,11862.06501,0
21,1996,2,1,25236.042065,9
21,1996,2,0,9333.3460803,9
21,1996,2,0,13785.200765,11
21,1996,3,0,6571.3957935,11
21,1996,3,0,24180.363289,3
21,1996,3,0,8249.0248566,11
21,1996,1,0,892.00764818,10
21,1996,2,0,4320.917782,11
21,1996,2,0,7713.001912,7
21,1996,2,0,3559.8470363,9
21,1996,2,1,2250.4780115,9
21,1996,0,0,24605.908222,11
21,1996,0,0,0,11
21,1996,1,1,8412.6959847,11
21,1996,1,1,22607.07457,11
21,1996,2,0,9280.1529637,7
21,1996,2,1,24550.669216,10
21,1996,2,0,7554.4455067,11
21,1996,1,1,40917.782027,11
21,1996,1,0,66388.078394,7
21,1996,1,1,95375.258126,10
21,1996,3,0,4124.5124283,3
21,1996,4,1,21914.541109,11
21,1996,2,0,18822.179732,11
21,1996,0,0,5941.2619503,7
21,1996,4,0,6837.3613767,11
21,1996,0,1,16367.112811,3
21,1996,2,1,3068.833652,10
21,1996,3,0,22770.745698,7
21,1996,1,0,2849.9235182,7
21,1996,1,0,1739.0057361,9
21,1996,1,0,3265.2390057,7
21,1996,1,0,3437.0936902,11
21,1996,2,1,3928.1070746,10
21,1996,4,0,21914.541109,10
21,1996,0,0,0,7
21,1996,1,1,27619.502868,11
21,1996,0,1,14321.223709,11
21,1996,2,1,122.75334608,9
21,1996,0,1,45152.772467,10
21,1996,0,1,7365.2007648,7
21,1996,1,0,2287.3040153,10
21,1996,1,0,2676.0229446,11
21,1996,5,0,5026.749522,7
21,1996,1,0,6117.208413,11
21,1996,1,0,10434.034417,7
21,1996,2,0,13677.791587,7
21,1996,2,0,7070.5927342,11
21,1996,2,1,16619.780115,11
21,1996,2,0,0,11
21,1996,0,0,3682.6003824,7
21,1996,3,0,4910.1338432,11
21,1996,0,0,16352.791587,7
21,1996,1,1,20458.891013,9
21,1996,2,0,21138.126195,7
21,1996,4,0,7978.9674952,11
21,1996,0,1,31265.277247,11
21,1996,2,0,15098.661568,11
21,1996,1,1,10024.856597,9
21,1996,1,0,7893.040153,11
21,1996,1,0,12799.082218,7
21,1996,3,0,9820.2676864,7
21,1996,3,0,1227.5334608,9
21,1996,0,0,4680.9942639,7
21,1996,0,0,51.147227533,11
21,1996,0,0,0,9
21,1996,5,1,8866.8833652,10
21,1996,0,0,4680.9942639,7
21,1996,0,0,10028.948375,11
21,1996,2,1,8122.1797323,9
21,1996,0,1,5955.583174,11
21,1996,1,1,13830.210325,3
21,1996,3,0,12309.091778,11
21,1996,0,0,24256.061185,11
21,1996,2,0,11201.24283,9
21,1996,1,0,5691.6634799,10
21,1996,0,1,28990.248566,7
21,1996,3,0,10080.095602,7
21,1996,2,0,11244.206501,7
21,1996,2,0,2946.0803059,7
21,1996,0,1,18413.001912,10
21,1996,2,1,16619.780115,10
21,1996,0,1,25644.196941,7
21,1996,2,0,40119.885277,11
21,1996,1,1,6683.9196941,10
21,1996,2,1,19640.535373,7
21,1996,0,0,8540.5640535,7
21,1996,0,0,22327.810707,11
21,1996,3,1,32325.047801,11
21,1996,0,1,5114.7227533,7
21,1996,0,1,2367.0936902,9
21,1996,2,1,24712.294455,9
21,1996,0,1,31711.281071,10
21,1996,1,0,7438.8527725,10
21,1996,1,0,0,11
21,1996,0,1,47928.021033,10
21,1996,0,1,3068.833652,9
21,1996,3,1,14237.342256,10
21,1996,1,0,1575.334608,11
21,1996,0,1,9111.3671128,11
21,1996,1,0,18584.856597,11
21,1996,0,1,72326.271511,10
21,1996,0,0,4308.6424474,10
21,1996,0,1,57196.921606,7
21,1996,0,1,9111.3671128,11
21,1996,0,1,29278.718929,11
21,1996,0,1,59018.785851,10
21,1996,1,0,724.24474187,11
21,1996,2,1,41271.720841,11
21,1996,0,0,8212.1988528,10
21,1996,2,0,6223.5946463,11
21,1996,1,0,6137.667304,7
21,1996,2,0,14991.25239,10
21,1996,2,0,25581.797323,11
21,1996,2,1,10338.900574,11
21,1996,1,0,15436.23327,11
21,1996,0,1,41940.726577,9
21,1996,1,1,16203.441683,11
21,1996,0,1,8249.0248566,7
21,1996,2,0,5239.5219885,7
21,1996,0,0,52129.254302,7
21,1996,4,0,8752.3135755,11
21,1996,0,0,15663.32696,0
21,1996,0,1,67156.309751,11
21,1996,1,0,42351.950287,11
21,1996,0,1,10818.661568,10
21,1996,0,0,6996.9407266,7
21,1996,3,1,36375.908222,10
21,1996,0,0,5608.8049713,11
21,1996,0,0,9409.0439771,7
21,1996,0,1,18034.512428,10
21,1996,0,1,12265.105163,9
21,1996,0,1,9513.3843212,11
21,1996,0,0,57196.921606,7
21,1996,0,0,6628.6806883,10
21,1996,2,1,41916.175908,11
21,1996,0,1,10904.58891,11
21,1996,0,1,20356.596558,11
21,1996,0,0,38708.221797,11
21,1996,0,1,17758.3174,7
21,1996,0,0,62761.739962,11
21,1996,5,0,6649.1395793,9
21,1996,1,1,10229.445507,11
21,1996,0,0,8224.4741874,7
21,1996,3,1,12766.347992,11
21,1996,1,0,2180.917782,11
21,1996,0,0,3682.6003824,7
21,1996,1,1,85927.342256,11
21,1996,0,0,0,11
21,1996,1,1,3580.3059273,7
21,1996,0,0,10089.302103,11
21,1996,3,0,17234.56979,9
21,1996,0,1,8804.4837476,9
21,1996,0,0,17054.531549,9
21,1996,1,1,1659.2160612,11
21,1996,1,0,2899.0248566,11
21,1996,4,0,10159.885277,7
21,1996,1,0,13191.892925,3
21,1996,4,1,34473.231358,7
21,1996,0,0,16352.791587,3
21,1996,2,0,5671.2045889,10
21,1996,2,0,4973.5564054,9
21,1996,0,0,6788.2600382,9
21,1996,0,0,0,11
21,1996,0,1,15855.640535,7
21,1996,0,0,3494.3785851,7
21,1996,0,1,24857.552581,11
21,1996,4,0,6800.5353728,11
21,1996,0,1,18449.827916,7
21,1996,0,1,17797.189293,7
21,1996,0,0,1808.5659656,7
21,1996,3,0,12309.091778,11
21,1996,0,1,8797.3231358,11
21,1996,1,0,11898.891013,7
21,1996,3,0,2579.8661568,11
21,1996,0,0,4296.3671128,11
21,1996,2,0,8152.8680688,11
21,1996,2,0,7242.4474187,7
21,1996,1,0,18617.590822,10
21,1996,2,0,2047.9349904,10
21,1996,0,1,121202.56214,7
21,1996,0,1,9141.0325048,10
21,1996,0,1,13965.239006,10
21,1996,0,1,27619.502868,7
21,1996,2,0,10753.193117,9
21,1996,0,1,5114.7227533,3
21,1996,2,0,7070.5927342,7
21,1996,1,0,8384.0535373,9
21,1996,1,0,1808.5659656,10
21,1996,0,0,17195.697897,11
21,1996,2,0,5079.9426386,7
21,1996,3,0,276.19502868,9
21,1996,2,0,3856.500956,7
21,1996,1,1,33598.613767,10
21,1996,0,0,0,3
21,1996,1,0,5523.9005736,9
21,1996,0,0,0,7
21,1996,2,0,7070.5927342,9
21,1996,2,0,1338.0114723,10
21,1996,0,0,7700.7265774,3
21,1996,0,0,9308.7954111,9
21,1996,2,0,189.24474187,7
21,1996,2,1,9276.0611855,10
21,1996,2,0,7070.5927342,7
21,1996,3,1,1534.416826,11
21,1996,0,1,6454.7801147,7
21,1996,3,1,1276.6347992,11
21,1996,0,0,11808.871893,0
22,1996,0,1,47374.608031,11
22,1996,0,1,17406.424474,7
22,1996,2,0,5204.7418738,11
22,1996,2,1,12302.954111,11
22,1996,1,0,3928.1070746,11
22,1996,3,1,7160.6118547,7
22,1996,0,1,38872.91587,11
22,1996,1,1,14993.298279,7
22,1996,0,0,1808.5659656,0
22,1996,1,1,47853.34608,7
22,1996,0,0,9378.3556405,7
22,1996,0,1,9206.500956,11
22,1996,0,1,29628.565966,11
22,1996,2,0,35639.388145,9
22,1996,1,0,14288.489484,11
22,1996,4,1,10884.130019,7
22,1996,1,0,9105.2294455,10
22,1996,1,0,0,10
22,1996,1,1,30355.879541,9
22,1996,0,0,61969.98088,7
22,1996,0,1,3549.6175908,3
22,1996,1,1,6212.3422562,11
22,1996,1,1,87666.347992,11
22,1996,2,1,8766.6347992,10
22,1996,0,1,19557.676864,9
22,1996,0,1,15599.904398,10
22,1996,1,0,4259.541109,11
22,1996,0,1,2301.625239,9
22,1996,1,0,7856.2141491,0
22,1996,0,1,44150.286807,11
22,1996,2,0,37816.214149,7
22,1996,0,0,4091.7782027,11
22,1996,0,0,6190.8604207,7
22,1996,0,0,6223.5946463,11
22,1996,0,0,5217.0172084,7
22,1996,0,1,16334.378585,11
22,1996,3,1,84904.397706,11
22,1996,2,1,15657.189293,11
22,1996,0,0,27525.391969,10
22,1996,0,0,0,10
22,1996,0,1,33957.667304,11
22,1996,3,0,3952.6577438,11
22,1996,3,0,17848.33652,7
22,1996,2,1,5810.3250478,10
22,1996,0,0,27157.131931,7
23,1996,0,0,2504.16826,10
23,1996,2,1,7471.5869981,10
23,1996,2,1,19435.946463,10
23,1996,1,0,26119.866157,7
23,1996,0,0,4704.5219885,11
23,1996,0,0,4787.3804971,10
23,1996,3,0,3461.6443595,7
23,1996,2,1,21133.011472,10
23,1996,1,1,17021.797323,0
23,1996,1,0,29664.369025,7
23,1996,0,1,15638.776291,0
23,1996,0,1,7678.2217973,10
23,1996,2,0,5532.08413,9
23,1996,0,0,41721.816444,7
23,1996,0,1,4856.9407266,11
23,1996,0,0,4142.9254302,10
23,1996,0,0,6272.6959847,7
23,1996,0,0,0,11
23,1996,0,0,6874.1873805,11
23,1996,0,1,19824.665392,9
23,1996,1,0,9145.124283,0
23,1996,0,1,29231.66348,7
23,1996,1,0,11857.973231,10
23,1996,3,0,6064.0152964,9
23,1996,0,0,7027.6290631,7
23,1996,0,1,15753.34608,11
23,1996,1,0,15957.93499,10
23,1996,0,0,4910.1338432,10
23,1996,1,0,3879.0057361,10
23,1996,1,1,26119.866157,7
23,1996,1,1,14321.223709,10
23,1996,0,0,59224.397706,3
23,1996,2,0,10096.462715,10
23,1996,0,0,6466.0325048,10
23,1996,1,0,65476.634799,11
23,1996,0,1,8194.8087954,11
23,1996,0,1,17390.057361,9
23,1996,4,0,6595.9464627,10
23,1996,4,0,5026.749522,11
23,1996,5,0,12234.416826,3
23,1996,0,1,6106.9789675,7
23,1996,0,1,15344.16826,10
23,1996,1,0,9372.2179732,11
23,1996,0,0,2420.2868069,10
23,1996,0,1,41025.191205,11
23,1996,2,0,13912.045889,3
23,1996,5,1,3064.7418738,9
23,1996,0,0,5523.9005736,11
23,1996,1,0,2285.2581262,11
31,1996,0,0,14546.271511,9
31,1996,3,0,5720.3059273,7
31,1996,0,1,18405.8413,9
31,1996,4,0,3326.6156788,11
31,1996,4,0,0,11
31,1996,2,0,1841.3001912,7
31,1996,1,0,9366.0803059,7
31,1996,2,1,20260.439771,9
31,1996,3,0,6800.5353728,11
31,1996,0,0,6563.2122371,10
31,1996,1,1,7564.6749522,11
31,1996,0,1,4091.7782027,9
31,1996,4,1,26833.881453,11
31,1996,2,0,4799.6558317,9
31,1996,2,1,18126.577438,11
31,1996,1,0,11070.305927,9
31,1996,2,0,0,9
31,1996,0,0,12275.334608,11
31,1996,2,0,4185.8891013,11
31,1996,0,0,0,10
31,1996,0,0,0,10
31,1996,0,0,5941.2619503,9
31,1996,0,1,23310.860421,10
31,1996,2,0,2639.1969407,9
31,1996,0,0,6024.1204589,7
31,1996,1,1,19605.755258,9
31,1996,0,1,4043.6998088,11
31,1996,1,0,14963.632887,7
31,1996,0,1,7160.6118547,10
31,1996,0,0,6024.1204589,10
31,1996,0,0,0,10
31,1996,0,1,11150.095602,11
31,1996,3,0,406.10898662,11
31,1996,0,1,5084.0344168,9
31,1996,1,0,19517.782027,11
31,1996,4,1,12598.585086,10
31,1996,4,0,7512.5047801,10
31,1996,0,1,18523.479924,10
31,1996,3,0,5781.6826004,11
31,1996,2,1,15804.493308,11
31,1996,2,1,6137.667304,11
31,1996,3,0,8899.6175908,11
31,1996,0,1,15484.311663,0
31,1996,1,0,8433.1548757,11
31,1996,1,0,5964.789675,7
31,1996,0,1,2659.6558317,10
31,1996,1,1,3721.4722753,11
31,1996,0,0,6966.2523901,11
32,1996,0,1,654.68451243,10
32,1996,2,0,0,9
32,1996,0,1,76925.43021,11
32,1996,1,1,33314.235182,10
32,1996,0,1,23530.793499,11
32,1996,1,1,27058.929254,7
32,1996,0,1,26095.315488,11
32,1996,0,0,5858.4034417,7
32,1996,0,1,37848.948375,11
32,1996,0,1,16980.879541,11
32,1996,0,0,53450.898662,11
32,1996,2,0,8298.126195,11
32,1996,0,1,28080.85086,7
32,1996,0,1,32792.533461,9
32,1996,1,0,3191.5869981,10
32,1996,1,0,0,11
32,1996,0,1,1227.5334608,11
32,1996,1,1,19605.755258,11
32,1996,1,1,11201.24283,11
32,1996,0,1,19435.946463,7
32,1996,0,1,19212.944551,10
33,1996,0,0,0,7
33,1996,2,1,4644.16826,10
