year,id,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,2002,37,0,1,High School,White,Male,South Atlantic,16,None,Never Married,High School,High School,Independent,4,Pretty Happy,1 Partner,Legal,Libra,NA,1.4354902672356584,Gt $30000,Age 35-45,Age 34-49,1,0,None,South,1,NA
2016,2003,74,0,1,Lt High School,White,Female,South Atlantic,14,Protestant,Married,Lt High School,Lt High School,Strong Republican,4,Pretty Happy,1 Partner,Not Legal,Aries,2,1.5643633629752385,Gt $20000,Age 65+,Age 62+,1,0,Protestant,South,1,0
2016,2004,20,1,7,High School,White,Female,South Atlantic,19,Catholic,Never Married,High School,Lt High School,Not Str Republican,5,Pretty Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,6+,1,Catholic,South,NA,NA
2016,2005,83,3,5,High School,White,Female,South Atlantic,14,Protestant,Widowed,Lt High School,Lt High School,Strong Democrat,4,Pretty Happy,No Partners,NA,Sagittarius,1,0.4784967557452195,Gt $20000,Age 65+,Age 62+,5,3,Protestant,South,0,1
2016,2006,60,1,2,High School,White,Male,South Atlantic,10,Protestant,Divorced,NA,High School,"Ind,near Rep",4,Pretty Happy,NA,NA,Taurus,2,0.956993511490439,Gt $10000,Age 55-65,Age 49-62,2,1,Protestant,South,NA,0
2016,2007,42,2,1,High School,White,Female,South Atlantic,19,Protestant,Married,NA,Junior College,Not Str Democrat,4,Very Happy,1 Partner,Not Legal,Gemini,NA,0.956993511490439,Gt $50000,Age 35-45,Age 34-49,1,2,Protestant,South,1,NA
2016,2008,44,3,1,Bachelor,White,Male,South Atlantic,21,Protestant,Married,High School,Bachelor,"Ind,near Rep",6,Pretty Happy,NA,NA,Cancer,2,0.956993511490439,Gt $75000,Age 35-45,Age 34-49,1,3,Protestant,South,NA,0
2016,2009,39,2,1,Graduate,White,Male,South Atlantic,23,None,Married,High School,High School,Not Str Republican,4,Pretty Happy,2 Partners,Legal,Libra,2,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,1,2,None,South,2,0
2016,2010,29,0,2,Bachelor,Other,Male,South Atlantic,20,Catholic,Never Married,Bachelor,Bachelor,"Ind,near Dem",3,Pretty Happy,1 Partner,Legal,Sagittarius,1,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,2,0,Catholic,South,1,1
2016,2011,37,2,1,Bachelor,White,Female,South Atlantic,19,Protestant,Married,High School,High School,Not Str Democrat,3,Pretty Happy,NA,NA,Virgo,1,1.5643633629752385,Gt $50000,Age 35-45,Age 34-49,1,2,Protestant,South,NA,1
2016,2012,60,0,7,Graduate,White,Female,South Atlantic,23,Catholic,Never Married,High School,High School,Not Str Democrat,4,Very Happy,1 Partner,Legal,Aquarius,2,0.4784967557452195,Gt $110000,Age 55-65,Age 49-62,6+,0,Catholic,South,1,0
2016,2013,62,1,23,Junior College,Other,Female,South Atlantic,26,None,Widowed,Lt High School,High School,Other Party,2,Pretty Happy,NA,NA,Scorpio,1,0.4784967557452195,Gt $170000,Age 55-65,Age 49-62,6+,1,None,South,NA,1
2016,2014,85,2,0,Graduate,White,Male,South Atlantic,17,Protestant,Widowed,NA,Graduate,Strong Democrat,2,Pretty Happy,1 Partner,Legal,Taurus,1,0.4784967557452195,Gt $35000,Age 65+,Age 62+,0,2,Protestant,South,1,1
2016,2015,33,1,3,Graduate,White,Male,South Atlantic,20,Protestant,Married,Bachelor,Bachelor,"Ind,near Dem",4,Pretty Happy,NA,NA,Pisces,1,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,3,1,Protestant,South,NA,1
2016,2016,30,0,2,Junior College,White,Male,South Atlantic,26,None,Married,NA,High School,Independent,2,Very Happy,NA,NA,Cancer,1,0.956993511490439,Gt $170000,Age 18-35,Age 18-34,2,0,None,South,NA,1
2016,2017,78,2,3,Graduate,White,Male,South Atlantic,26,None,Married,High School,High School,"Ind,near Rep",4,Pretty Happy,1 Partner,Legal,Leo,NA,0.956993511490439,Gt $170000,Age 65+,Age 62+,3,2,None,South,1,NA
2016,2018,23,0,2,Bachelor,White,Female,South Atlantic,23,Catholic,Never Married,High School,High School,Not Str Republican,4,Very Happy,1 Partner,Legal,Scorpio,NA,1.4354902672356584,Gt $110000,Age 18-35,Age 18-34,2,0,Catholic,South,1,NA
2016,2019,52,6,6,High School,White,Female,Middle Atlantic,18,Protestant,Married,High School,NA,Independent,4,Pretty Happy,1 Partner,Legal,Pisces,NA,0.956993511490439,Gt $40000,Age 45-55,Age 49-62,6+,4+,Protestant,Northeast,1,NA
2016,2020,62,0,4,Junior College,White,Male,Middle Atlantic,18,Catholic,Married,High School,Lt High School,Strong Democrat,4,Pretty Happy,NA,NA,Aquarius,1,0.956993511490439,Gt $40000,Age 55-65,Age 49-62,4,0,Catholic,Northeast,NA,1
2016,2021,41,2,3,Bachelor,White,Female,Middle Atlantic,19,Protestant,Divorced,Bachelor,Bachelor,"Ind,near Rep",5,Not Too Happy,5-10 Partners,Legal,Taurus,NA,0.4784967557452195,Gt $50000,Age 35-45,Age 34-49,3,2,Protestant,Northeast,4+,NA
2016,2022,71,3,7,High School,White,Female,Middle Atlantic,16,Protestant,Widowed,High School,High School,Strong Democrat,4,Pretty Happy,No Partners,Not Legal,Virgo,1,0.4784967557452195,Gt $30000,Age 65+,Age 62+,6+,3,Protestant,Northeast,0,1
2016,2023,62,3,2,High School,White,Female,Middle Atlantic,22,Protestant,Married,Lt High School,Lt High School,Strong Democrat,5,Pretty Happy,1 Partner,Legal,Capricorn,1,1.5643633629752385,Gt $90000,Age 55-65,Age 49-62,2,3,Protestant,Northeast,1,1
2016,2024,71,2,1,Bachelor,White,Female,Middle Atlantic,NA,Catholic,Married,Lt High School,Lt High School,Not Str Democrat,4,Very Happy,NA,NA,Gemini,3,0.956993511490439,NA,Age 65+,Age 62+,1,2,Catholic,Northeast,NA,0
2016,2025,24,0,3,High School,White,Male,Middle Atlantic,18,None,Never Married,High School,High School,"Ind,near Rep",3,Pretty Happy,2 Partners,Legal,Gemini,NA,0.4784967557452195,Gt $40000,Age 18-35,Age 18-34,3,0,None,Northeast,2,NA
2016,2026,86,3,1,High School,White,Female,Middle Atlantic,19,Catholic,Widowed,Lt High School,Lt High School,Strong Republican,6,Very Happy,No Partners,Not Legal,Libra,2,0.7821816814876192,Gt $50000,Age 65+,Age 62+,1,3,Catholic,Northeast,0,0
2016,2027,42,0,6,High School,White,Male,Middle Atlantic,9,Catholic,Divorced,High School,High School,Independent,4,Not Too Happy,No Partners,Legal,Capricorn,NA,0.7821816814876192,Gt $10000,Age 35-45,Age 34-49,6+,0,Catholic,Northeast,0,NA
2016,2028,89,0,5,High School,White,Female,Middle Atlantic,17,Protestant,Married,NA,Lt High School,Strong Republican,4,Very Happy,No Partners,Not Legal,Libra,NA,0.956993511490439,Gt $35000,Age 65+,Age 62+,5,0,Protestant,Northeast,0,NA
2016,2029,59,3,3,High School,White,Male,E. Nor. Central,18,Catholic,Divorced,High School,High School,Strong Republican,7,Pretty Happy,2 Partners,Legal,Cancer,2,0.4784967557452195,Gt $40000,Age 55-65,Age 49-62,3,3,Catholic,Midwest,2,0
2016,2030,37,1,11,Junior College,White,Female,E. Nor. Central,23,Protestant,Married,NA,Junior College,Independent,4,Pretty Happy,1 Partner,Legal,Aquarius,NA,1.5643633629752385,Gt $110000,Age 35-45,Age 34-49,6+,1,Protestant,Midwest,1,NA
2016,2031,67,3,6,Bachelor,White,Female,E. Nor. Central,19,Catholic,Married,High School,High School,"Ind,near Rep",6,Very Happy,No Partners,Legal,Aries,1,0.956993511490439,Gt $50000,Age 65+,Age 62+,6+,3,Catholic,Midwest,0,1
2016,2032,44,4,9,High School,White,Female,E. Nor. Central,20,Catholic,Married,Lt High School,Lt High School,Independent,6,Pretty Happy,NA,NA,Cancer,NA,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,6+,4+,Catholic,Midwest,NA,NA
2016,2033,67,1,5,High School,White,Female,E. Nor. Central,14,Catholic,Married,High School,High School,"Ind,near Rep",5,Very Happy,1 Partner,NA,Libra,NA,0.956993511490439,Gt $20000,Age 65+,Age 62+,5,1,Catholic,Midwest,1,NA
2016,2034,81,2,1,High School,White,Female,E. Nor. Central,14,Catholic,Widowed,High School,High School,Not Str Democrat,4,Pretty Happy,NA,Not Legal,Virgo,1,0.7821816814876192,Gt $20000,Age 65+,Age 62+,1,2,Catholic,Midwest,NA,1
2016,2035,22,1,9,High School,White,Female,E. Nor. Central,9,Catholic,Never Married,High School,Lt High School,"Ind,near Rep",4,Pretty Happy,NA,NA,Leo,NA,0.4784967557452195,Gt $10000,Age 18-35,Age 18-34,6+,1,Catholic,Midwest,NA,NA
2016,2036,63,0,8,Junior College,White,Male,E. Nor. Central,8,Protestant,Never Married,High School,Lt High School,Independent,5,Pretty Happy,No Partners,Legal,Aquarius,2,0.4784967557452195,Gt $0,Age 55-65,Age 62+,6+,0,Protestant,Midwest,0,0
2016,2037,89,2,2,Bachelor,White,Male,E. Nor. Central,23,Protestant,Widowed,Lt High School,NA,"Ind,near Dem",4,Pretty Happy,No Partners,Not Legal,Sagittarius,NA,0.4784967557452195,Gt $110000,Age 65+,Age 62+,2,2,Protestant,Midwest,0,NA
2016,2038,23,0,1,High School,White,Male,E. Nor. Central,7,None,Never Married,Bachelor,High School,Not Str Democrat,2,Not Too Happy,NA,NA,Scorpio,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,1,0,None,Midwest,NA,NA
2016,2039,33,1,2,Bachelor,White,Male,E. Nor. Central,22,None,Married,High School,High School,Independent,2,Very Happy,NA,NA,Pisces,1,1.5643633629752385,Gt $90000,Age 18-35,Age 18-34,2,1,None,Midwest,NA,1
2016,2040,78,0,1,High School,White,Female,E. Nor. Central,NA,Catholic,Married,High School,High School,Not Str Democrat,4,Pretty Happy,1 Partner,Not Legal,Virgo,3,1.5643633629752385,NA,Age 65+,Age 62+,1,0,Catholic,Midwest,1,0
2016,2041,89,4,4,Lt High School,White,Female,E. Nor. Central,10,Protestant,Widowed,Lt High School,Lt High School,Independent,NA,Very Happy,NA,NA,Cancer,NA,0.4784967557452195,Gt $10000,Age 65+,Age 62+,4,4+,Protestant,Midwest,NA,NA
2016,2042,58,1,2,High School,White,Female,E. Nor. Central,20,Catholic,Married,Bachelor,High School,Strong Republican,6,Very Happy,1 Partner,Not Legal,Aquarius,2,2.3465450444628577,Gt $60000,Age 55-65,Age 49-62,2,1,Catholic,Midwest,1,0
2016,2043,19,0,2,Lt High School,White,Male,E. Nor. Central,22,Catholic,Never Married,High School,Bachelor,Strong Democrat,1,Not Too Happy,No Partners,Not Legal,Virgo,NA,1.4354902672356584,Gt $90000,Age 18-35,Age 18-34,2,0,Catholic,Midwest,0,NA
2016,2044,63,1,1,High School,White,Female,E. Nor. Central,23,Protestant,Married,Lt High School,Lt High School,Strong Democrat,4,Very Happy,NA,NA,Cancer,1,1.5643633629752385,Gt $110000,Age 55-65,Age 62+,1,1,Protestant,Midwest,NA,1
2016,2045,27,2,4,Lt High School,Black,Female,E. Nor. Central,NA,Other,Never Married,NA,High School,Strong Democrat,NA,Pretty Happy,1 Partner,Not Legal,Pisces,1,0.4784967557452195,NA,Age 18-35,Age 18-34,4,2,Other,Midwest,1,1
2016,2046,47,3,0,High School,White,Female,E. Nor. Central,9,Protestant,Divorced,Lt High School,High School,Not Str Democrat,3,Very Happy,1 Partner,Legal,Aquarius,1,0.956993511490439,Gt $10000,Age 45-55,Age 34-49,0,3,Protestant,Midwest,1,1
2016,2047,22,0,1,High School,Black,Female,E. Nor. Central,15,Protestant,Never Married,NA,High School,"Ind,near Dem",7,Pretty Happy,2 Partners,Legal,Aries,NA,0.4784967557452195,Gt $25000,Age 18-35,Age 18-34,1,0,Protestant,Midwest,2,NA
2016,2048,21,0,5,High School,Black,Female,E. Nor. Central,2,None,Never Married,NA,High School,Independent,4,Pretty Happy,1 Partner,Legal,Scorpio,NA,1.4354902672356584,Gt $0,Age 18-35,Age 18-34,5,0,None,Midwest,1,NA
2016,2049,69,0,7,Bachelor,White,Female,E. Nor. Central,22,Catholic,Never Married,NA,High School,Independent,4,Pretty Happy,No Partners,Not Legal,Virgo,1,0.4784967557452195,Gt $90000,Age 65+,Age 62+,6+,0,Catholic,Midwest,0,1
2016,2050,26,0,3,High School,White,Male,E. Nor. Central,21,Protestant,Never Married,High School,High School,"Ind,near Rep",4,Very Happy,NA,NA,Aries,NA,1.913987022980878,Gt $75000,Age 18-35,Age 18-34,3,0,Protestant,Midwest,NA,NA
2016,2051,35,3,2,High School,White,Male,E. Nor. Central,19,Catholic,Married,NA,Lt High School,Not Str Democrat,1,Pretty Happy,1 Partner,Not Legal,Leo,1,0.956993511490439,Gt $50000,Age 18-35,Age 34-49,2,3,Catholic,Midwest,1,1
2016,2052,40,0,1,High School,White,Male,E. Nor. Central,9,Protestant,Never Married,High School,High School,Independent,4,Not Too Happy,No Partners,Not Legal,Cancer,NA,1.4354902672356584,Gt $10000,Age 35-45,Age 34-49,1,0,Protestant,Midwest,0,NA
2016,2053,82,2,5,High School,White,Female,E. Nor. Central,17,Protestant,Married,Lt High School,High School,"Ind,near Rep",4,Pretty Happy,1 Partner,Not Legal,Aries,2,0.4784967557452195,Gt $35000,Age 65+,Age 62+,5,2,Protestant,Midwest,1,0
2016,2054,38,4,4,High School,White,Female,E. Nor. Central,19,Protestant,Married,High School,Junior College,Strong Republican,6,Very Happy,1 Partner,Legal,Capricorn,2,0.956993511490439,Gt $50000,Age 35-45,Age 34-49,4,4+,Protestant,Midwest,1,0
2016,2055,34,2,1,High School,White,Male,E. Nor. Central,19,Catholic,Never Married,High School,Junior College,Not Str Democrat,4,Pretty Happy,1 Partner,Not Legal,Virgo,1,0.4784967557452195,Gt $50000,Age 18-35,Age 18-34,1,2,Catholic,Midwest,1,1
2016,2056,38,5,9,High School,Black,Male,E. Nor. Central,16,None,Married,NA,High School,Independent,6,Not Too Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $30000,Age 35-45,Age 34-49,6+,4+,None,Midwest,NA,NA
2016,2057,26,1,4,Lt High School,Black,Female,E. Nor. Central,13,None,Never Married,NA,Lt High School,"Ind,near Rep",5,Very Happy,1 Partner,Legal,Scorpio,NA,0.4784967557452195,Gt $20000,Age 18-35,Age 18-34,4,1,None,Midwest,1,NA
2016,2058,32,0,2,Bachelor,White,Male,E. Nor. Central,15,Protestant,Never Married,High School,High School,Not Str Democrat,2,Not Too Happy,2 Partners,Legal,Sagittarius,1,0.4784967557452195,Gt $25000,Age 18-35,Age 18-34,2,0,Protestant,Midwest,2,1
2016,2059,60,2,4,Graduate,White,Male,E. Nor. Central,25,Protestant,Married,Graduate,Graduate,Strong Democrat,2,Very Happy,NA,NA,Taurus,1,1.4354902672356584,Gt $150000,Age 55-65,Age 49-62,4,2,Protestant,Midwest,NA,1
2016,2060,64,2,7,Junior College,Black,Female,E. Nor. Central,22,Protestant,Widowed,High School,High School,Not Str Democrat,4,Very Happy,No Partners,Not Legal,Leo,1,0.956993511490439,Gt $90000,Age 55-65,Age 62+,6+,2,Protestant,Midwest,0,1
2016,2061,50,1,2,High School,White,Male,E. Nor. Central,21,None,Never Married,NA,Bachelor,Independent,4,Pretty Happy,3 Partners,NA,Libra,NA,0.4784967557452195,Gt $75000,Age 45-55,Age 49-62,2,1,None,Midwest,3,NA
2016,2062,65,3,4,High School,White,Male,E. Nor. Central,22,Catholic,Married,Graduate,Graduate,Not Str Republican,4,Very Happy,NA,NA,Aries,2,0.956993511490439,Gt $90000,Age 55-65,Age 62+,4,3,Catholic,Midwest,NA,0
2016,2063,41,2,1,Bachelor,White,Female,E. Nor. Central,26,Catholic,Married,Graduate,Graduate,Strong Democrat,2,Pretty Happy,NA,Legal,Cancer,1,1.5643633629752385,Gt $170000,Age 35-45,Age 34-49,1,2,Catholic,Midwest,NA,1
2016,2064,88,6,1,Graduate,White,Male,E. Nor. Central,17,Catholic,Widowed,High School,High School,Strong Republican,5,Pretty Happy,No Partners,NA,Scorpio,2,0.7821816814876192,Gt $35000,Age 65+,Age 62+,1,4+,Catholic,Midwest,0,0
2016,2065,83,5,1,High School,White,Female,E. Nor. Central,17,Protestant,Divorced,NA,Lt High School,Not Str Democrat,5,Pretty Happy,NA,NA,Aquarius,1,0.4784967557452195,Gt $35000,Age 65+,Age 62+,1,4+,Protestant,Midwest,NA,1
2016,2066,62,0,1,Graduate,White,Female,E. Nor. Central,21,Catholic,Never Married,Bachelor,High School,Strong Democrat,1,Pretty Happy,1 Partner,Legal,Virgo,1,0.4784967557452195,Gt $75000,Age 55-65,Age 49-62,1,0,Catholic,Midwest,1,1
2016,2067,52,2,3,High School,White,Male,E. Nor. Central,18,None,Divorced,High School,High School,"Ind,near Dem",5,Not Too Happy,1 Partner,Legal,Sagittarius,NA,0.4784967557452195,Gt $40000,Age 45-55,Age 49-62,3,2,None,Midwest,1,NA
2016,2068,59,2,0,High School,White,Male,E. Nor. Central,15,None,Divorced,High School,NA,Other Party,4,Pretty Happy,No Partners,Legal,Scorpio,1,0.4784967557452195,Gt $25000,Age 55-65,Age 49-62,0,2,None,Midwest,0,1
2016,2069,23,0,2,Bachelor,White,Male,E. Nor. Central,15,Orthodox-Christian,Never Married,Graduate,Bachelor,Not Str Democrat,1,Very Happy,No Partners,Legal,Taurus,NA,0.4784967557452195,Gt $25000,Age 18-35,Age 18-34,2,0,Other,Midwest,0,NA
2016,2070,22,0,3,High School,White,Male,E. Nor. Central,2,Protestant,Never Married,NA,High School,Not Str Democrat,3,Pretty Happy,1 Partner,Legal,Sagittarius,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,3,0,Protestant,Midwest,1,NA
2016,2071,28,0,5,Junior College,White,Male,E. Nor. Central,13,Protestant,Never Married,Graduate,Bachelor,Independent,4,Pretty Happy,2 Partners,Legal,Taurus,NA,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,5,0,Protestant,Midwest,2,NA
2016,2072,52,3,1,Graduate,White,Male,E. Nor. Central,23,Protestant,Divorced,High School,Graduate,"Ind,near Rep",5,Pretty Happy,5-10 Partners,Legal,Leo,2,0.4784967557452195,Gt $110000,Age 45-55,Age 49-62,1,3,Protestant,Midwest,4+,0
2016,2073,54,2,2,Bachelor,White,Female,E. Nor. Central,24,Protestant,Married,Bachelor,Bachelor,Strong Democrat,2,Pretty Happy,NA,NA,NA,1,0.956993511490439,Gt $130000,Age 45-55,Age 49-62,2,2,Protestant,Midwest,NA,1
2016,2074,86,4,3,Graduate,White,Male,E. Nor. Central,22,Protestant,Married,Lt High School,High School,Strong Democrat,2,Pretty Happy,No Partners,Legal,Scorpio,1,0.956993511490439,Gt $90000,Age 65+,Age 62+,3,4+,Protestant,Midwest,0,1
2016,2075,42,2,3,Graduate,White,Male,E. Nor. Central,23,Other,Married,High School,High School,Not Str Democrat,4,Pretty Happy,1 Partner,Legal,Cancer,NA,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,3,2,Other,Midwest,1,NA
2016,2076,81,1,6,High School,White,Male,E. Nor. Central,NA,Protestant,Married,Lt High School,NA,Independent,6,Very Happy,No Partners,Not Legal,Scorpio,2,0.956993511490439,NA,Age 65+,Age 62+,6+,1,Protestant,Midwest,0,0
2016,2077,21,0,2,High School,White,Male,E. Nor. Central,12,None,Never Married,High School,High School,Not Str Republican,NA,Very Happy,NA,NA,Virgo,NA,0.956993511490439,Gt $15000,Age 18-35,Age 18-34,2,0,None,Midwest,NA,NA
2016,2078,41,3,6,High School,White,Female,E. Nor. Central,16,None,Never Married,High School,High School,"Ind,near Dem",4,Not Too Happy,1 Partner,Not Legal,Leo,NA,0.4784967557452195,Gt $30000,Age 35-45,Age 34-49,6+,3,None,Midwest,1,NA
2016,2079,57,2,1,Graduate,White,Male,E. Nor. Central,26,Protestant,Married,Graduate,Bachelor,"Ind,near Dem",3,Pretty Happy,NA,NA,Scorpio,1,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,1,2,Protestant,Midwest,NA,1
2016,2080,23,0,2,High School,White,Male,E. Nor. Central,18,None,Never Married,High School,High School,"Ind,near Dem",2,Pretty Happy,5-10 Partners,Legal,Pisces,NA,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,2,0,None,Midwest,4+,NA
2016,2081,50,3,2,High School,White,Female,E. Nor. Central,11,Protestant,Never Married,High School,Bachelor,"Ind,near Dem",4,Very Happy,No Partners,Legal,Capricorn,1,0.4784967557452195,Gt $15000,Age 45-55,Age 49-62,2,3,Protestant,Midwest,0,1
2016,2082,46,3,4,Graduate,White,Male,E. Nor. Central,21,Catholic,Married,High School,High School,"Ind,near Rep",6,Pretty Happy,1 Partner,Not Legal,Sagittarius,2,0.956993511490439,Gt $75000,Age 45-55,Age 34-49,4,3,Catholic,Midwest,1,0
2016,2083,39,4,5,Bachelor,White,Female,E. Nor. Central,18,None,Divorced,Junior College,NA,"Ind,near Dem",2,Pretty Happy,1 Partner,Legal,Cancer,NA,0.956993511490439,Gt $40000,Age 35-45,Age 34-49,5,4+,None,Midwest,1,NA
2016,2084,57,4,3,High School,White,Male,E. Nor. Central,20,Protestant,Divorced,Lt High School,High School,Independent,4,Pretty Happy,NA,NA,Taurus,NA,0.956993511490439,Gt $60000,Age 55-65,Age 49-62,3,4+,Protestant,Midwest,NA,NA
2016,2085,66,0,6,High School,White,Female,E. Nor. Central,19,Protestant,Married,High School,High School,Not Str Republican,4,Pretty Happy,1 Partner,Legal,Sagittarius,2,0.956993511490439,Gt $50000,Age 65+,Age 62+,6+,0,Protestant,Midwest,1,0
2016,2086,45,1,1,High School,White,Female,E. Nor. Central,11,Protestant,Never Married,High School,High School,Strong Democrat,4,Not Too Happy,1 Partner,Legal,Libra,1,0.4784967557452195,Gt $15000,Age 35-45,Age 34-49,1,1,Protestant,Midwest,1,1
2016,2087,42,1,1,High School,White,Male,E. Nor. Central,19,Protestant,Married,Lt High School,High School,Strong Republican,7,Very Happy,1 Partner,Not Legal,Aries,2,0.956993511490439,Gt $50000,Age 35-45,Age 34-49,1,1,Protestant,Midwest,1,0
2016,2088,60,1,4,High School,White,Male,E. Nor. Central,19,Catholic,Married,Lt High School,Lt High School,Strong Republican,4,Pretty Happy,NA,NA,Sagittarius,2,0.956993511490439,Gt $50000,Age 55-65,Age 49-62,4,1,Catholic,Midwest,NA,0
2016,2089,33,2,1,High School,White,Male,E. Nor. Central,22,Protestant,Married,Bachelor,High School,Strong Republican,7,Very Happy,1 Partner,Not Legal,Gemini,NA,1.5643633629752385,Gt $90000,Age 18-35,Age 18-34,1,2,Protestant,Midwest,1,NA
2016,2090,36,5,2,High School,White,Male,E. Nor. Central,NA,None,Married,Lt High School,Lt High School,Independent,4,Pretty Happy,1 Partner,Legal,Cancer,NA,2.3924837787260973,NA,Age 35-45,Age 34-49,2,4+,None,Midwest,1,NA
2016,2091,84,5,2,High School,White,Female,E. Nor. Central,NA,Catholic,Widowed,NA,Lt High School,Strong Republican,6,Pretty Happy,NA,NA,Virgo,2,0.956993511490439,NA,Age 65+,Age 62+,2,4+,Catholic,Midwest,NA,0
2016,2092,63,3,7,Junior College,White,Female,E. Nor. Central,20,Protestant,Married,Lt High School,Lt High School,Strong Democrat,6,Very Happy,1 Partner,Not Legal,Leo,NA,0.956993511490439,Gt $60000,Age 55-65,Age 62+,6+,3,Protestant,Midwest,1,NA
2016,2093,60,0,6,Junior College,White,Female,E. Nor. Central,8,None,Divorced,Lt High School,Lt High School,Strong Democrat,2,Pretty Happy,No Partners,Legal,Capricorn,1,0.7821816814876192,Gt $0,Age 55-65,Age 49-62,6+,0,None,Midwest,0,1
2016,2094,22,0,2,Bachelor,Black,Male,E. Nor. Central,NA,NA,Never Married,High School,High School,NA,NA,Very Happy,4 Partners,Legal,Cancer,NA,0.956993511490439,NA,Age 18-35,Age 18-34,2,0,NA,Midwest,4+,NA
2016,2095,68,3,7,Graduate,White,Female,E. Nor. Central,23,Protestant,Married,High School,High School,Not Str Democrat,6,Pretty Happy,1 Partner,Legal,Leo,1,0.956993511490439,Gt $110000,Age 65+,Age 62+,6+,3,Protestant,Midwest,1,1
2016,2096,69,2,2,Graduate,White,Male,E. Nor. Central,21,Protestant,Married,Lt High School,High School,Not Str Republican,4,Very Happy,NA,NA,Pisces,1,0.956993511490439,Gt $75000,Age 65+,Age 62+,2,2,Protestant,Midwest,NA,1
2016,2097,53,2,2,Bachelor,White,Male,E. Nor. Central,NA,Protestant,Divorced,High School,High School,"Ind,near Rep",6,Pretty Happy,1 Partner,Legal,Libra,2,0.956993511490439,NA,Age 45-55,Age 49-62,2,2,Protestant,Midwest,1,0
2016,2098,81,0,5,High School,White,Male,E. Nor. Central,15,Protestant,Widowed,Lt High School,High School,Strong Republican,6,Very Happy,No Partners,Not Legal,Capricorn,2,0.4784967557452195,Gt $25000,Age 65+,Age 62+,5,0,Protestant,Midwest,0,0
2016,2099,35,2,5,High School,White,Female,E. Nor. Central,13,Protestant,Never Married,High School,NA,"Ind,near Dem",4,Pretty Happy,No Partners,Legal,Libra,NA,0.4784967557452195,Gt $20000,Age 18-35,Age 34-49,5,2,Protestant,Midwest,0,NA
2016,2100,60,2,7,Bachelor,White,Female,E. Nor. Central,23,Protestant,Married,NA,High School,Strong Democrat,2,Pretty Happy,NA,NA,Aquarius,1,0.4784967557452195,Gt $110000,Age 55-65,Age 49-62,6+,2,Protestant,Midwest,NA,1
2016,2101,65,2,3,High School,White,Female,E. Nor. Central,19,Protestant,Married,High School,Lt High School,"Ind,near Rep",4,Pretty Happy,1 Partner,Legal,Cancer,NA,0.956993511490439,Gt $50000,Age 55-65,Age 62+,3,2,Protestant,Midwest,1,NA
2016,2102,67,3,2,High School,White,Female,E. Nor. Central,NA,Protestant,Married,Lt High School,High School,Not Str Republican,NA,Pretty Happy,NA,NA,Libra,2,0.956993511490439,NA,Age 65+,Age 62+,2,3,Protestant,Midwest,NA,0
2016,2103,64,0,2,Graduate,White,Male,E. Nor. Central,13,Protestant,Never Married,High School,Bachelor,Strong Democrat,2,Pretty Happy,1 Partner,Legal,Sagittarius,1,0.4784967557452195,Gt $20000,Age 55-65,Age 62+,2,0,Protestant,Midwest,1,1
2016,2104,70,0,14,High School,White,Male,E. Nor. Central,12,Protestant,Divorced,Lt High School,Lt High School,"Ind,near Dem",4,Pretty Happy,NA,NA,Libra,1,0.4784967557452195,Gt $15000,Age 65+,Age 62+,6+,0,Protestant,Midwest,NA,1
2016,2105,30,0,2,Junior College,White,Male,E. Nor. Central,22,Protestant,Married,High School,High School,Strong Democrat,2,Pretty Happy,NA,NA,Scorpio,1,0.956993511490439,Gt $90000,Age 18-35,Age 18-34,2,0,Protestant,Midwest,NA,1
2016,2106,31,1,7,Bachelor,White,Female,E. Nor. Central,12,Protestant,Divorced,Graduate,Bachelor,Strong Democrat,3,Not Too Happy,3 Partners,Legal,Capricorn,1,0.4784967557452195,Gt $15000,Age 18-35,Age 18-34,6+,1,Protestant,Midwest,3,1
2016,2107,35,2,1,High School,White,Male,E. Nor. Central,23,Protestant,Married,High School,High School,Strong Republican,6,Very Happy,NA,NA,Libra,2,0.956993511490439,Gt $110000,Age 18-35,Age 34-49,1,2,Protestant,Midwest,NA,0
2016,2108,72,2,1,High School,Black,Female,E. Nor. Central,18,Protestant,Divorced,NA,High School,"Ind,near Dem",7,Very Happy,NA,NA,Capricorn,1,0.4784967557452195,Gt $40000,Age 65+,Age 62+,1,2,Protestant,Midwest,NA,1
